url,title,price,area_m2,floor,rooms,location,scrape_date,Típus,Állapot,Fűtés,Építés éve,Energetikai besorolás,Unnamed: 13,Napelem,Szintek száma,Erkély,Átlagos rezsiköltség,Tervezett átadás,Terasz,Unnamed: 20,Unnamed: 16,Unnamed: 22,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xvi-kerulet-sashalom/8655180?page=20&pos=6&cr=127,"Budapest XVI. kerület eladó téglalakás 1 szobás: 34,9 millió Ft",34.0,29.0,,1.0,"Budapest XVI. kerület, Sashalom",2025-08-15,Téglalakás,Átlagos,Gáz (konvektor),1950.0,Nem adta meg a hirdető,,,1.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xviii-kerulet-havanna-lakotelep/8666618?page=20&pos=7&cr=126,Budapest XVIII. kerület eladó panellakás 1+2 fél szobás: 58 millió Ft,58.0,58.0,2. emelet,1.0,"Budapest XVIII. kerület, Havanna lakótelep",2025-08-15,Panellakás,Átlagos,Távfűtés egyedi méréssel,1982.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xviii-kerulet/8667981?page=20&pos=8&cr=126,Budapest XVIII. kerület eladó panellakás 2 szobás: 65 millió Ft,65.0,53.0,,2.0,Budapest XVIII. kerület,2025-08-15,Panellakás,Jó állapotú,Távfűtés,1980.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xviii-kerulet-erdoskert/8664939?page=20&pos=9&cr=126,"Budapest XVIII. kerület eladó téglalakás 3 szobás: 84,9 millió Ft",84.0,70.0,,3.0,"Budapest XVIII. kerület, Erdőskert",2025-08-15,Téglalakás,Újszerű,Egyéb,1955.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xviii-kerulet/8662657?page=20&pos=10&cr=126,"Budapest XVIII. kerület eladó téglalakás 2 szobás: 74,9 millió Ft",74.0,43.0,földszint,2.0,Budapest XVIII. kerület,2025-08-15,Téglalakás,Jó állapotú,Házközponti fűtés egyedi méréssel,2007.0,Nem adta meg a hirdető,,,2.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xviii-kerulet/8654055?page=20&pos=11&cr=126,"Budapest XVIII. kerület eladó téglalakás 2 szobás: 69,99 millió Ft",69.0,57.0,földszint,2.0,Budapest XVIII. kerület,2025-08-15,Téglalakás,Újszerű,Gázkazán,2007.0,Nem adta meg a hirdető,,,3.0,4 m²,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xviii-kerulet/8657252?page=20&pos=12&cr=126,Budapest XVIII. kerület eladó panellakás 3 szobás: 55 millió Ft,55.0,59.0,10. emelet,3.0,Budapest XVIII. kerület,2025-08-15,Panellakás,Átlagos,Távfűtés egyedi méréssel,1980.0,Nem adta meg a hirdető,,,11.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-sopron/8645707?page=20&pos=13&cr=125,"Eladó 2 szobás téglalakás 54,9 millió Ft értékben Sopronban - Anger Panorámapark lakóparkban",54.0,40.0,1. emelet,2.0,"Sopron, Ravazd utca 79.",2025-08-15,Téglalakás,Új építésű,Geotermikus,,A+,,,2.0,,,2026. október,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-kecskemet-belvaros/8660254?page=20&pos=14&cr=125,"Kecskemét eladó téglalakás 4 szobás: 54,9 millió Ft",54.0,84.0,4. emelet,4.0,"Kecskemét, Belváros",2025-08-15,Téglalakás,Jó állapotú,Gázkazán,,Nem adta meg a hirdető,,,5.0,4 m²,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-pecs/8480687?page=20&pos=15&cr=125,"Pécs eladó téglalakás 3 szobás: 69,9 millió Ft",69.0,68.0,félemelet,3.0,"Pécs, Rákóczi út 28",2025-08-15,Téglalakás,Újszerű,Gázkazán,2025.0,A++,,Nincs,3.0,,30 000 Ft/hó,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-nagykanizsa-keleti-varosresz/8652684?page=20&pos=16&cr=125,Nagykanizsa eladó panellakás 3 szobás: 32 millió Ft,32.0,67.0,2. emelet,3.0,"Nagykanizsa, Keleti városrész, Zemplén Győző utca",2025-08-15,Panellakás,Átlagos,Házközponti fűtés egyedi méréssel,1980.0,Nem adta meg a hirdető,,,10.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-sopron/8440268?page=20&pos=17&cr=125,"Eladó 4 szobás téglalakás 124,9 millió Ft értékben Sopronban - Lehár Panoráma Residence lakóparkban",124.0,88.0,1. emelet,4.0,"Sopron, Lehár Ferenc utca 124.",2025-08-15,Téglalakás,Új építésű,Hőszivattyú,,A+,,,3.0,14 m²,,2025. 3. negyedév,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet-torokor/8583352?page=20&pos=18&cr=125,"Budapest XIV. kerület eladó téglalakás 3 szobás: 93,82 millió Ft",93.0,91.0,félemelet,3.0,"Budapest XIV. kerület, Törökőr",2025-08-15,Téglalakás,Jó állapotú,Elektromos,1930.0,Nem adta meg a hirdető,,Nincs,1.0,,30 000 Ft/hó,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-pecs/8282914?page=20&pos=19&cr=120,Pécs eladó téglalakás 3 szobás: 61 millió Ft,61.0,78.0,földszint,3.0,Pécs,2025-08-15,Téglalakás,Felújított,Gázkazán,1970.0,A+,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-pecs/8282906?page=20&pos=20&cr=120,"Pécs eladó téglalakás 2 szobás: 65,9 millió Ft",65.0,66.0,3. emelet,2.0,Pécs,2025-08-15,Téglalakás,Felújított,Gázkazán,1960.0,A+,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-sopron/8645670?page=21&pos=1&cr=120,"Eladó 1 szobás téglalakás 29,9 millió Ft értékben Sopronban - Anger Panorámapark lakóparkban",29.0,20.0,földszint,1.0,"Sopron, Ravazd utca 79.",2025-08-15,Téglalakás,Új építésű,Geotermikus,,A+,,,2.0,,,2026. október,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet-corvin-negyed/8522855?page=21&pos=2&cr=120,Budapest VIII. kerület eladó téglalakás 3 szobás: 125 millió Ft,125.0,74.0,7. emelet,3.0,"Budapest VIII. kerület, Corvin negyed, Nagytemplom utca",2025-08-15,Téglalakás,Újszerű,Házközponti fűtés egyedi méréssel,2010.0,C,,,,,,,"19,7 m²",,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-nyiregyhaza/8662716?page=21&pos=3&cr=120,"Nyíregyháza eladó társasházi lakás 1+1 fél szobás: 36,6 millió Ft",36.0,41.0,3. emelet,1.0,Nyíregyháza,2025-08-15,Társasházi lakás,Jó állapotú,Távfűtés egyedi méréssel,1984.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-kecskemet-kecskemeti-katonai-repuloter/8662762?page=21&pos=4&cr=120,"Kecskemét eladó téglalakás 1 szobás: 29,9 millió Ft",29.0,42.0,1. emelet,1.0,"Kecskemét, Kecskeméti Katonai Repülőtér",2025-08-15,Téglalakás,Jó állapotú,Gáz (konvektor),,Nem adta meg a hirdető,,,2.0,2 m²,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-kecskemet-belvaros/8657094?page=21&pos=5&cr=120,"Kecskemét eladó téglalakás 4 szobás: 79,9 millió Ft",79.0,90.0,2. emelet,4.0,"Kecskemét, Belváros",2025-08-15,Téglalakás,Jó állapotú,Gázkazán,2004.0,Nem adta meg a hirdető,,,2.0,4 m²,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nagykanizsa-belvaros/8642459?page=21&pos=6&cr=120,"Nagykanizsa eladó téglalakás 3 szobás: 53,5 millió Ft",53.0,93.0,2. emelet,3.0,"Nagykanizsa, Belváros, Deák Ferenc tér",2025-08-15,Téglalakás,Felújított,Gáz (konvektor),1915.0,E,,,2.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-debrecen-homokkert/8647849?page=21&pos=7&cr=120,"Debrecen eladó téglalakás 2 szobás: 59,9 millió Ft",59.0,46.0,3. emelet,2.0,"Debrecen, Homokkert",2025-08-15,Téglalakás,Új építésű,Hőszivattyú,2025.0,A,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-nyiregyhaza/7944210?page=21&pos=8&cr=120,"Nyíregyháza eladó társasházi lakás 2 szobás: 49,7 millió Ft",49.0,83.0,5. emelet,2.0,Nyíregyháza,2025-08-15,Társasházi lakás,Jó állapotú,Gázkazán,2004.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-nyiregyhaza/8641572?page=21&pos=9&cr=120,"Nyíregyháza eladó társasházi lakás 1+2 fél szobás: 36,9 millió Ft",36.0,62.0,4. emelet,1.0,Nyíregyháza,2025-08-15,Társasházi lakás,Jó állapotú,Gázkazán,1997.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-nyiregyhaza/8628558?page=21&pos=10&cr=120,Nyíregyháza eladó társasházi lakás 4 szobás: 89 millió Ft,89.0,86.0,1. emelet,4.0,Nyíregyháza,2025-08-15,Társasházi lakás,Felújított,Gázkazán,1987.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xi-kerulet-madarhegy/8379734?page=21&pos=11&cr=120,Eladó 5 szobás téglalakás 285 millió Ft értékben Budapest XI. kerületben - PANORÁMA HILL IKERHÁZ lakóparkban,285.0,164.0,,5.0,"Budapest XI. kerület, Madárhegy",2025-08-15,Téglalakás,Új építésű,,2025.0,Nem adta meg a hirdető,,,2.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8496188?page=21&pos=12&cr=120,"Budapest VII. kerület eladó téglalakás 2+1 fél szobás: 87,9 millió Ft",87.0,70.0,1. emelet,2.0,"Budapest VII. kerület, Wesselényi utca",2025-08-15,Téglalakás,Felújított,Gázkazán,,H,,,3.0,,50 000 Ft/hó,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-keszthely/8487700?page=21&pos=13&cr=120,"Eladó 2 szobás téglalakás 52,44 millió Ft értékben Keszthelyen - Royal Homes Center lakóparkban",52.0,36.0,3. emelet,2.0,"Keszthely, Rákóczi tér 16.",2025-08-15,Téglalakás,Új építésű,Hőszivattyú,,A+,,,4.0,6 m²,,2026. 4. negyedév,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet-ligetvaros/8604896?page=21&pos=14&cr=116,"Budapest VII. kerület eladó téglalakás 2+1 fél szobás: 69,9 millió Ft",69.0,58.0,földszint,2.0,"Budapest VII. kerület, Ligetváros",2025-08-15,Téglalakás,Jó állapotú,Gáz (konvektor),1920.0,F,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-budapest-xi-kerulet/8121560?page=21&pos=15&cr=115,"Eladó 3 szobás társasházi lakás 120,16 millió Ft értékben Budapest XI. kerületben - Újbuda Garden lakóparkban",120.0,62.0,10 felett,3.0,Budapest XI. kerület,2025-08-15,Társasházi lakás,,Egyéb,,Nem adta meg a hirdető,,,,"27,1 m²",,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-siofok/8628272?page=21&pos=16&cr=115,"Eladó 2 szobás téglalakás 97,2 millió Ft értékben Siófokon - Akvamarin Lakópark lakóparkban",97.0,48.0,1. emelet,2.0,"Siófok, Deák Ferenc sétány 43.",2025-08-15,Téglalakás,Új építésű,Hőszivattyú,,Nem adta meg a hirdető,,,3.0,"5,7 m²",,2026. április,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-eger/8323138?page=21&pos=17&cr=112,"Eger eladó téglalakás 2 szobás: 45,9 millió Ft",45.0,75.0,tetőtér,2.0,"Eger, Baktai út 34.",2025-08-15,Téglalakás,Újszerű,Gázkazán,2006.0,Nem adta meg a hirdető,,,2.0,,8 000 Ft/hó,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ii-kerulet-pesthidegkut-ofalu/8533348?page=21&pos=18&cr=111,"Budapest II. kerület eladó téglalakás 2 szobás: 109,9 millió Ft",109.0,65.0,,2.0,"Budapest II. kerület, Pesthidegkút-Ófalu",2025-08-15,Téglalakás,Újszerű,Geotermikus,2008.0,Nem adta meg a hirdető,,,,,,,15 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-eger/8373869?page=21&pos=19&cr=111,"Eger eladó téglalakás 2+1 fél szobás: 45,9 millió Ft",45.0,75.0,2. emelet,2.0,Eger,2025-08-15,Téglalakás,Felújított,Gázkazán,2011.0,A,,Nincs,2.0,,9 000 Ft/hó,,,,,,
https://www.zenga.hu/ingatlan/elado-egyeb-lakas-budapest-viii-kerulet/8535912?page=21&pos=20&cr=111,"Budapest VIII. kerület eladó egyéb lakás 4 szobás: 129,9 millió Ft",129.0,154.0,1. emelet,4.0,Budapest VIII. kerület,2025-08-15,Egyéb lakás,Átlagos,,1905.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-nyiregyhaza/8617785?page=22&pos=1&cr=111,Nyíregyháza eladó téglalakás 2 szobás: 36 millió Ft,36.0,51.0,földszint,2.0,Nyíregyháza,2025-08-15,Téglalakás,Átlagos,Gáz (konvektor),,Nem adta meg a hirdető,,,4.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet-ligetvaros/8539557?page=22&pos=2&cr=111,"Budapest VII. kerület eladó téglalakás 3+1 fél szobás: 87,49 millió Ft",87.0,103.0,4. emelet,3.0,"Budapest VII. kerület, Ligetváros, Cserhát utca",2025-08-15,Téglalakás,Felújított,Gázkazán,,Nem adta meg a hirdető,,,4.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-csusztatott-zsalus-lakas-gyor-nadorvaros/8514088?page=22&pos=3&cr=110,"Győr eladó csúsztatott zsalus lakás 3 szobás: 48,5 millió Ft",48.0,51.0,2. emelet,3.0,"Győr, Nádorváros",2025-08-15,Csúsztatott zsalus lakás,Jó állapotú,Távfűtés egyedi méréssel,,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-iii-kerulet/8659071?page=22&pos=4&cr=110,"Budapest III. kerület eladó panellakás 3 szobás: 84,99 millió Ft",84.0,68.0,6. emelet,3.0,Budapest III. kerület,2025-08-15,Panellakás,Jó állapotú,Távfűtés egyedi méréssel,1971.0,Nem adta meg a hirdető,,Van,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-tarsashazi-lakas-nyiregyhaza/8559540?page=22&pos=5&cr=110,"Nyíregyháza eladó társasházi lakás 3 szobás: 39,9 millió Ft",39.0,61.0,1. emelet,3.0,Nyíregyháza,2025-08-15,Társasházi lakás,Jó állapotú,Távfűtés egyedi méréssel,1990.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet/8477625?page=22&pos=6&cr=110,"Budapest VIII. kerület eladó téglalakás 1 szobás: 48,9 millió Ft",48.0,42.0,földszint,1.0,Budapest VIII. kerület,2025-08-15,Téglalakás,Jó állapotú,Gáz (konvektor),1955.0,D,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet-torokor/8569029?page=22&pos=7&cr=110,"Budapest XIV. kerület eladó téglalakás 2+1 fél szobás: 79,9 millió Ft",79.0,75.0,félemelet,2.0,"Budapest XIV. kerület, Törökőr",2025-08-15,Téglalakás,Felújított,Gáz (konvektor),1950.0,Nem adta meg a hirdető,,,5.0,,20 500 Ft/hó,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xv-kerulet-ujpalota/8652753?page=22&pos=8&cr=109,Budapest XV. kerület eladó panellakás 3 szobás: 82 millió Ft,82.0,71.0,,3.0,"Budapest XV. kerület, Újpalota",2025-08-15,Panellakás,Jó állapotú,Távfűtés,1980.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-xv-kerulet/8657262?page=22&pos=9&cr=109,"Budapest XV. kerület eladó panellakás 3 szobás: 64,99 millió Ft",64.0,55.0,2. emelet,3.0,Budapest XV. kerület,2025-08-15,Panellakás,Újszerű,Távfűtés egyedi méréssel,1976.0,Nem adta meg a hirdető,,,10.0,4 m²,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-zalaegerszeg/8355614?page=22&pos=10&cr=105,Zalaegerszeg eladó téglalakás 4 szobás: 45 millió Ft,45.0,108.0,1. emelet,4.0,Zalaegerszeg,2025-08-15,Téglalakás,Jó állapotú,Gázkazán,2000.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-iii-kerulet-bekasmegyer/8665372?page=22&pos=11&cr=103,Budapest III. kerület eladó panellakás 1+2 fél szobás: 74 millió Ft,74.0,57.0,10. emelet,1.0,"Budapest III. kerület, Békásmegyer, 0",2025-08-15,Panellakás,Felújított,Távfűtés egyedi méréssel,,Nem adta meg a hirdető,,,10.0,1 m²,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-miskolc-diosgyor/8650565?page=22&pos=12&cr=102,"Miskolc eladó téglalakás 2+1 fél szobás: 26,9 millió Ft",26.0,55.0,4. emelet,2.0,"Miskolc, Diósgyőr",2025-08-15,Téglalakás,Átlagos,Gáz (konvektor),,Nem adta meg a hirdető,,,4.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-miskolc/8642935?page=22&pos=13&cr=102,"Miskolc eladó téglalakás 2+1 fél szobás: 30,9 millió Ft",30.0,54.0,1. emelet,2.0,Miskolc,2025-08-15,Téglalakás,Újszerű,Gázkazán,1980.0,Nem adta meg a hirdető,,,10.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xii-kerulet-krisztinavaros-xii-ker/8604893?page=22&pos=14&cr=102,Budapest XII. kerület eladó téglalakás 3 szobás: 96 millió Ft,96.0,90.0,3. emelet,3.0,"Budapest XII. kerület, Krisztinaváros XII. ker.",2025-08-15,Téglalakás,Felújítandó,Gáz (konvektor),1920.0,H,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-miskolc-hejocsaba/8515687?page=22&pos=15&cr=102,"Miskolc eladó panellakás 2 szobás: 22,9 millió Ft",22.0,52.0,3. emelet,2.0,"Miskolc, Hejőcsaba",2025-08-15,Panellakás,Átlagos,Távfűtés,1980.0,Nem adta meg a hirdető,,,4.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-szeged-felsovaros/8501915?page=22&pos=16&cr=101,"Szeged eladó téglalakás 2 szobás: 63,9 millió Ft",63.0,47.0,földszint,2.0,"Szeged, Felsőváros",2025-08-15,Téglalakás,Új építésű,Egyéb,2023.0,A+,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-budapest-iii-kerulet-obuda/8662486?page=22&pos=17&cr=101,"Budapest III. kerület eladó panellakás 3 szobás: 79,9 millió Ft",79.0,70.0,1. emelet,3.0,"Budapest III. kerület, Óbuda, 0",2025-08-15,Panellakás,Jó állapotú,Távfűtés egyedi méréssel,,Nem adta meg a hirdető,,,10.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-debrecen/8657666?page=22&pos=18&cr=101,"Debrecen eladó panellakás 2+2 fél szobás: 69,99 millió Ft",69.0,70.0,3. emelet,2.0,Debrecen,2025-08-15,Panellakás,Jó állapotú,Távfűtés egyedi méréssel,1970.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-viii-kerulet-corvin-negyed/8245099?page=22&pos=19&cr=101,"Budapest VIII. kerület eladó téglalakás 1 szobás: 49,9 millió Ft",49.0,44.0,félemelet,1.0,"Budapest VIII. kerület, Corvin negyed, Harminckettesek tere",2025-08-15,Téglalakás,Jó állapotú,Gáz (konvektor),,Nem adta meg a hirdető,,,5.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet-angyalfold/8632326?page=22&pos=20&cr=101,"Budapest XIII. kerület eladó téglalakás 1 szobás: 56,99 millió Ft",56.0,38.0,földszint,1.0,"Budapest XIII. kerület, Angyalföld",2025-08-15,Téglalakás,Jó állapotú,Gázkazán,1950.0,F,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet-angyalfold/8613537?page=23&pos=1&cr=101,Budapest XIII. kerület eladó téglalakás 2 szobás: 53 millió Ft,53.0,48.0,1. emelet,2.0,"Budapest XIII. kerület, Angyalföld",2025-08-15,Téglalakás,Jó állapotú,Gáz (konvektor),1930.0,F,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xix-kerulet-kispest/8574733?page=23&pos=2&cr=101,"Budapest XIX. kerület eladó téglalakás 3 szobás: 89,9 millió Ft",89.0,67.0,1. emelet,3.0,"Budapest XIX. kerület, Kispest",2025-08-15,Téglalakás,Új építésű,Elektromos,2024.0,B,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-pecs/8529118?page=23&pos=3&cr=100,"Pécs eladó téglalakás 3 szobás: 49,9 millió Ft",49.0,56.0,szuterén,3.0,Pécs,2025-08-15,Téglalakás,Felújított,Gázkazán,1950.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-ii-kerulet-rozsadomb/8661102?page=23&pos=4&cr=100,"Budapest II. kerület eladó téglalakás 3 szobás: 179,5 millió Ft",179.0,130.0,,3.0,"Budapest II. kerület, Rózsadomb",2025-08-15,Téglalakás,Jó állapotú,Házközponti,1927.0,Nem adta meg a hirdető,,,,,,,3 m²,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-gyor-nadorvaros/8650753?page=23&pos=5&cr=100,Győr eladó téglalakás 3 szobás: 55 millió Ft,55.0,66.0,3. emelet,3.0,"Győr, Nádorváros",2025-08-15,Téglalakás,Jó állapotú,Távfűtés egyedi méréssel,1966.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiv-kerulet/8660972?page=23&pos=6&cr=100,"Budapest XIV. kerület eladó téglalakás 1 szobás: 49,9 millió Ft",49.0,40.0,2. emelet,1.0,Budapest XIV. kerület,2025-08-15,Téglalakás,Jó állapotú,Gáz (konvektor),1950.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-pecs/8643478?page=23&pos=7&cr=100,"Pécs eladó panellakás 4 szobás: 47,9 millió Ft",47.0,63.0,5. emelet,4.0,Pécs,2025-08-15,Panellakás,Jó állapotú,Távfűtés,1978.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-monorierdo/8657735?page=23&pos=8&cr=100,"Monorierdő eladó téglalakás 3 szobás: 58,9 millió Ft",58.0,63.0,földszint,3.0,Monorierdő,2025-08-15,Téglalakás,Új építésű,Hőszivattyú,2025.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-panellakas-pecs/8643473?page=23&pos=9&cr=100,Pécs eladó panellakás 2 szobás: 36 millió Ft,36.0,40.0,1. emelet,2.0,Pécs,2025-08-15,Panellakás,Jó állapotú,Távfűtés egyedi méréssel,1980.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-v-kerulet/8392151?page=23&pos=10&cr=100,Budapest V. kerület eladó téglalakás 2 szobás: 68 millió Ft,68.0,44.0,2. emelet,2.0,Budapest V. kerület,2025-08-15,Téglalakás,Átlagos,Gáz (konvektor),1900.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-debrecen-homokkert/8391587?page=23&pos=11&cr=100,"Debrecen eladó téglalakás 3 szobás: 82,66 millió Ft",82.0,68.0,1. emelet,3.0,"Debrecen, Homokkert",2025-08-15,Téglalakás,Új építésű,Hőszivattyú,2025.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-vii-kerulet/8468565?page=23&pos=12&cr=100,"Budapest VII. kerület eladó téglalakás 2 szobás: 74,9 millió Ft",74.0,64.0,2. emelet,2.0,Budapest VII. kerület,2025-08-15,Téglalakás,Átlagos,Gáz (konvektor),1950.0,Nem adta meg a hirdető,,,6.0,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-budapest-xiii-kerulet/8660986?page=23&pos=13&cr=100,"Budapest XIII. kerület eladó téglalakás 2 szobás: 85,9 millió Ft",85.0,75.0,földszint,2.0,Budapest XIII. kerület,2025-08-15,Téglalakás,Újszerű,Hőszivattyú,2024.0,Nem adta meg a hirdető,,,,,,,,,,,
https://www.zenga.hu/ingatlan/elado-teglalakas-pecs/8649562?page=23&pos=14&cr=100,"Pécs eladó téglalakás 4 szobás: 54,5 millió Ft",54.0,61.0,tetőtér,4.0,Pécs,2025-08-15,Téglalakás,Átlagos,Gázkazán,1920.0,Nem adta meg a hirdető,,,,,,,,,,,
